,Industry,assets,bea_ind_code,major_industry,metr_d,metr_e,metr_mix,mettr_d,mettr_e,mettr_mix,tax_treat,z_mix,year
30,Chemical products,863500092522.49268,3250,Manufacturing,-0.14160,0.33285,0.25099,0.44552,0.56383,0.54343,corporate,0.53708,2021
31,Plastics and rubber products,110331312312.14606,3260,Manufacturing,-0.08553,0.35066,0.27396,0.47275,0.57548,0.55743,corporate,0.47331,2021
32,Nonmetallic mineral products,116582519995.50418,3270,Manufacturing,-0.08664,0.35117,0.27427,0.47222,0.57581,0.55762,corporate,0.36581,2021
33,Primary metals,186378975799.56097,3310,Manufacturing,-0.07111,0.35539,0.28001,0.47976,0.57857,0.56112,corporate,0.43497,2021
34,Fabricated metal products,185026333664.73990,3320,Manufacturing,-0.07672,0.35354,0.27764,0.47704,0.57735,0.55968,corporate,0.46657,2021
35,Machinery,272319888399.54382,3330,Manufacturing,-0.09257,0.34807,0.27075,0.46934,0.57378,0.55548,corporate,0.46578,2021
36,Computer and electronic products,503974938260.14197,3340,Manufacturing,-0.18718,0.32274,0.23649,0.42338,0.55722,0.53459,corporate,0.59129,2021
37,"Electrical equipment, appliances, and components",97409347474.36090,3350,Manufacturing,-0.08683,0.34945,0.27271,0.47212,0.57468,0.55667,corporate,0.39817,2021
38,"Motor vehicles, bodies and trailers, and parts",238664334579.08081,336M,Manufacturing,-0.11569,0.34225,0.26268,0.45811,0.56998,0.55056,corporate,0.50808,2021
39,Other transportation equipment,222225359206.36774,336O,Manufacturing,-0.08071,0.35095,0.27484,0.47510,0.57567,0.55797,corporate,0.38653,2021
40,Furniture and related products,27298970228.61856,3370,Manufacturing,-0.07991,0.35242,0.27624,0.47549,0.57663,0.55882,corporate,0.41218,2021
41,Miscellaneous manufacturing,132809342156.87767,338A,Manufacturing,-0.10982,0.34272,0.26380,0.46096,0.57028,0.55124,corporate,0.46717,2021
42,Oil and gas extraction,1206378883391.49341,2110,Mining,-0.09375,0.34995,0.27228,0.46876,0.57501,0.55641,corporate,0.58703,2021
43,"Mining, except oil and gas",190223523011.70444,2120,Mining,-0.08695,0.35165,0.27466,0.47207,0.57612,0.55786,corporate,0.42548,2021
44,Support activities for mining,120225750260.04312,2130,Mining,-0.09137,0.35043,0.27301,0.46992,0.57532,0.55686,corporate,0.60207,2021
45,"Other services, except government",227393671623.35632,8100,"Other services, except government",-0.09861,0.34832,0.27022,0.46641,0.57394,0.55515,corporate,0.34653,2021
46,Legal services,20028299848.35870,5411,"Professional, scientific, and technical services",-0.09856,0.34857,0.27046,0.46643,0.57411,0.55530,corporate,0.49829,2021
47,"Miscellaneous professional, scientific, and technical services",249009155858.66895,5412,"Professional, scientific, and technical services",-0.16319,0.32904,0.24499,0.43504,0.56134,0.53978,corporate,0.62578,2021
48,Computer systems design and related services,42903264706.01630,5415,"Professional, scientific, and technical services",-0.16320,0.33024,0.24611,0.43503,0.56212,0.54046,corporate,0.61504,2021
49,Real estate,2545926858991.70166,5310,Real estate and rental and leasing,-0.09320,0.35012,0.27251,0.46903,0.57512,0.55655,corporate,0.06752,2021
50,Rental and leasing services and lessors of intangible assets,248115752511.19281,5320,Real estate and rental and leasing,-0.09254,0.35027,0.27272,0.46935,0.57522,0.55668,corporate,0.66400,2021
51,Retail trade,1608593250069.83716,44RT,Retail trade,-0.06228,0.35783,0.28332,0.48405,0.58016,0.56314,corporate,0.26425,2021
52,Air transportation,190656778827.51108,4810,Transportation and warehousing,-0.09285,0.35018,0.27261,0.46920,0.57516,0.55661,corporate,0.56302,2021
53,Railroad transportation,331353541688.74603,4820,Transportation and warehousing,-0.09359,0.35001,0.27236,0.46884,0.57505,0.55646,corporate,0.33984,2021
54,Water transportation,36714023795.72885,4830,Transportation and warehousing,-0.09278,0.35021,0.27264,0.46924,0.57518,0.55663,corporate,0.53974,2021
55,Truck transportation,108471874448.41913,4840,Transportation and warehousing,-0.09376,0.34993,0.27227,0.46876,0.57500,0.55640,corporate,0.62503,2021
56,Transit and ground passenger transportation,35034660346.81857,4850,Transportation and warehousing,-0.09354,0.35003,0.27238,0.46887,0.57506,0.55647,corporate,0.49094,2021
57,Pipeline transportation,169678725931.23572,4860,Transportation and warehousing,-0.09374,0.34998,0.27231,0.46877,0.57503,0.55643,corporate,0.46654,2021
58,Other transportation and support activities,110872018728.69969,487S,Transportation and warehousing,-0.09352,0.34995,0.27232,0.46888,0.57501,0.55643,corporate,0.44501,2021
59,Warehousing and storage,33575803409.08718,4930,Transportation and warehousing,-0.09264,0.35020,0.27265,0.46930,0.57517,0.55663,corporate,0.35967,2021
60,Utilities,2043224620805.23413,2200,Utilities,-0.09274,0.35022,0.27265,0.46925,0.57519,0.55664,corporate,0.40961,2021
61,Wholesale trade,973137443869.54004,4200,Wholesale trade,-0.03275,0.36522,0.29373,0.49839,0.58500,0.56948,corporate,0.27086,2021
62,Accommodation,321835229078.42981,7210,Accommodation and food services,-0.22984,0.29972,0.18718,0.59542,0.39760,0.43964,non-corporate,0.31783,2021
63,Food services and drinking places,131618330780.63083,7220,Accommodation and food services,-0.22714,0.30071,0.18847,0.59631,0.39845,0.44053,non-corporate,0.47758,2021
64,Administrative and support services,87779837155.20003,5610,Administrative and waste management services,-0.26511,0.28605,0.16974,0.58382,0.38584,0.42762,non-corporate,0.64362,2021
65,Waste management and remediation services,45442362954.20710,5620,Administrative and waste management services,-0.22960,0.29978,0.18727,0.59550,0.39765,0.43970,non-corporate,0.45590,2021
66,Farms,695254770987.64185,110C,"Agriculture, forestry, fishing, and hunting",-0.19035,0.31442,0.20619,0.60841,0.41024,0.45274,non-corporate,0.26217,2021
67,"Forestry, fishing, and related activities",182890160760.91397,113F,"Agriculture, forestry, fishing, and hunting",-0.22785,0.30046,0.18814,0.59607,0.39824,0.44030,non-corporate,0.14741,2021
68,"Performing arts, spectator sports, museums, and related activities",85913620169.68947,711A,"Arts, entertainment, and recreation",-0.29102,0.27546,0.15644,0.57529,0.37673,0.41845,non-corporate,0.54442,2021
69,"Amusements, gambling, and recreation industries",103963170328.02748,7130,"Arts, entertainment, and recreation",-0.22882,0.30010,0.18767,0.59575,0.39792,0.43997,non-corporate,0.39731,2021
70,Construction,416883328410.43872,2300,Construction,-0.21807,0.30404,0.19279,0.59929,0.40131,0.44350,non-corporate,0.30564,2021
71,Educational services,223504007264.40912,6100,Educational services,-0.24010,0.29567,0.18204,0.59204,0.39412,0.43610,non-corporate,0.42469,2021
72,Credit intermediation and related activities,75859556179.32388,5220,Finance and insurance,-0.22586,0.30108,0.18899,0.59673,0.39877,0.44088,non-corporate,0.56112,2021
73,"Securities, commodity contracts, and investments",178435565512.12598,5230,Finance and insurance,-0.22630,0.30083,0.18869,0.59658,0.39855,0.44068,non-corporate,0.24355,2021
74,Insurance carriers and related activities,22117554582.45041,5240,Finance and insurance,-0.25212,0.29104,0.17612,0.58809,0.39013,0.43201,non-corporate,0.52273,2021
75,"Funds, trusts, and other financial vehicles",32975922704.13087,5250,Finance and insurance,-0.22948,0.29985,0.18735,0.59553,0.39771,0.43976,non-corporate,0.28748,2021
76,Ambulatory health care services,165185547974.24033,6210,Health care and social assistance,-0.23339,0.29830,0.18538,0.59425,0.39637,0.43840,non-corporate,0.56014,2021
77,Hospitals,468739962062.38196,622H,Health care and social assistance,-0.23364,0.29822,0.18528,0.59417,0.39631,0.43833,non-corporate,0.45411,2021
78,Nursing and residential care facilities,44969311543.58502,6230,Health care and social assistance,-0.23234,0.29873,0.18593,0.59459,0.39675,0.43878,non-corporate,0.47214,2021
79,Social assistance,33500693280.57160,6240,Health care and social assistance,-0.23226,0.29874,0.18594,0.59462,0.39675,0.43879,non-corporate,0.43286,2021
80,Publishing industries (including software),10531454693.94330,5110,Information,-0.32387,0.26268,0.14019,0.56449,0.36574,0.40724,non-corporate,0.58144,2021
81,Motion picture and sound recording industries,32648570359.12500,5120,Information,-0.35025,0.25127,0.12609,0.55581,0.35592,0.39752,non-corporate,0.66874,2021
82,Broadcasting and telecommunications,114376654727.18872,5130,Information,-0.24726,0.29270,0.17832,0.58969,0.39156,0.43353,non-corporate,0.53376,2021
83,Information and data processing services,9622690880.85332,5140,Information,-0.32912,0.26159,0.13847,0.56276,0.36480,0.40606,non-corporate,0.71316,2021
84,Management of companies and enterprises,90403382554.93427,5500,Management of companies and enterprises,-0.25399,0.29031,0.17520,0.58747,0.38951,0.43138,non-corporate,0.43965,2021
85,"Food, beverage, and tobacco products",75311838089.52502,311A,Manufacturing,-0.19837,0.31106,0.20199,0.60577,0.40735,0.44985,non-corporate,0.41870,2021
86,Textile mills and textile product mills,7854948624.08660,313T,Manufacturing,-0.20898,0.30721,0.19697,0.60228,0.40404,0.44639,non-corporate,0.47188,2021
87,Apparel and leather and allied products,5338390836.47052,315A,Manufacturing,-0.18006,0.31791,0.21085,0.61179,0.41325,0.45596,non-corporate,0.33339,2021
88,Wood products,13100141973.28175,3210,Manufacturing,-0.20809,0.30748,0.19734,0.60257,0.40428,0.44665,non-corporate,0.40369,2021
89,Paper products,18990987477.15243,3220,Manufacturing,-0.22209,0.30197,0.19034,0.59797,0.39954,0.44182,non-corporate,0.52509,2021
90,Printing and related support activities,7652157518.94444,3230,Manufacturing,-0.23522,0.29697,0.18392,0.59365,0.39524,0.43739,non-corporate,0.57635,2021
91,Petroleum and coal products,36804972258.67471,3240,Manufacturing,-0.20866,0.30732,0.19712,0.60238,0.40414,0.44649,non-corporate,0.34308,2021
92,Chemical products,155956627359.31982,3250,Manufacturing,-0.27885,0.27859,0.16100,0.57929,0.37942,0.42159,non-corporate,0.57162,2021
93,Plastics and rubber products,18759113940.69875,3260,Manufacturing,-0.21016,0.30626,0.19594,0.60189,0.40322,0.44568,non-corporate,0.47822,2021
94,Nonmetallic mineral products,17930326841.81076,3270,Manufacturing,-0.21655,0.30428,0.19323,0.59979,0.40152,0.44381,non-corporate,0.40247,2021
95,Primary metals,31384946425.19739,3310,Manufacturing,-0.19597,0.31215,0.20332,0.60656,0.40829,0.45077,non-corporate,0.45527,2021
96,Fabricated metal products,33868174282.10670,3320,Manufacturing,-0.20396,0.30891,0.19924,0.60393,0.40551,0.44795,non-corporate,0.48663,2021
97,Machinery,44994036766.64782,3330,Manufacturing,-0.21411,0.30437,0.19366,0.60059,0.40160,0.44411,non-corporate,0.45296,2021
98,Computer and electronic products,67202508360.48989,3340,Manufacturing,-0.33324,0.25969,0.13616,0.56140,0.36316,0.40447,non-corporate,0.62747,2021
99,"Electrical equipment, appliances, and components",13457767002.51348,3350,Manufacturing,-0.21094,0.30548,0.19513,0.60164,0.40256,0.44512,non-corporate,0.40287,2021
100,"Motor vehicles, bodies and trailers, and parts",37968439963.23032,336M,Manufacturing,-0.24595,0.29253,0.17836,0.59012,0.39142,0.43356,non-corporate,0.51810,2021
101,Other transportation equipment,37605705698.38089,336O,Manufacturing,-0.20318,0.30842,0.19891,0.60419,0.40509,0.44773,non-corporate,0.37372,2021
102,Furniture and related products,3398491339.27717,3370,Manufacturing,-0.20709,0.30757,0.19757,0.60290,0.40435,0.44680,non-corporate,0.43969,2021
103,Miscellaneous manufacturing,21983133310.84389,338A,Manufacturing,-0.23485,0.29604,0.18313,0.59377,0.39443,0.43684,non-corporate,0.47233,2021
104,Oil and gas extraction,250060628349.19983,2110,Mining,-0.23041,0.29950,0.18689,0.59523,0.39741,0.43944,non-corporate,0.65767,2021
105,"Mining, except oil and gas",42556976404.31303,2120,Mining,-0.22576,0.30121,0.18912,0.59676,0.39888,0.44098,non-corporate,0.44735,2021
106,Support activities for mining,25044165259.49403,2130,Mining,-0.22950,0.29977,0.18727,0.59553,0.39764,0.43970,non-corporate,0.65947,2021
107,"Other services, except government",434659499245.13385,8100,"Other services, except government",-0.23741,0.29665,0.18331,0.59293,0.39496,0.43697,non-corporate,0.42400,2021
108,Legal services,24694671278.72603,5411,"Professional, scientific, and technical services",-0.23574,0.29744,0.18426,0.59348,0.39563,0.43763,non-corporate,0.55345,2021
109,"Miscellaneous professional, scientific, and technical services",250145961932.30286,5412,"Professional, scientific, and technical services",-0.31415,0.26674,0.14525,0.56768,0.36923,0.41074,non-corporate,0.67834,2021
110,Computer systems design and related services,34987856978.61507,5415,"Professional, scientific, and technical services",-0.31313,0.26793,0.14649,0.56802,0.37025,0.41159,non-corporate,0.66060,2021
111,Real estate,10194541073775.74609,5310,Real estate and rental and leasing,-0.22933,0.29992,0.18743,0.59559,0.39777,0.43981,non-corporate,0.08200,2021
112,Rental and leasing services and lessors of intangible assets,187611316433.48492,5320,Real estate and rental and leasing,-0.22812,0.30035,0.18800,0.59598,0.39814,0.44020,non-corporate,0.70775,2021
113,Retail trade,599107994983.75305,44RT,Retail trade,-0.16669,0.32334,0.21770,0.61619,0.41792,0.46068,non-corporate,0.23758,2021
114,Air transportation,47796425035.38664,4810,Transportation and warehousing,-0.22887,0.30007,0.18764,0.59574,0.39790,0.43995,non-corporate,0.63281,2021
115,Railroad transportation,83039763587.38625,4820,Transportation and warehousing,-0.22994,0.29969,0.18713,0.59539,0.39757,0.43961,non-corporate,0.41091,2021
116,Water transportation,9217710064.27329,4830,Transportation and warehousing,-0.22881,0.30010,0.18767,0.59576,0.39792,0.43998,non-corporate,0.60955,2021
117,Truck transportation,37317255861.79116,4840,Transportation and warehousing,-0.23000,0.29964,0.18709,0.59537,0.39753,0.43957,non-corporate,0.68437,2021
118,Transit and ground passenger transportation,10233125938.19117,4850,Transportation and warehousing,-0.22969,0.29978,0.18725,0.59547,0.39765,0.43969,non-corporate,0.55967,2021
119,Pipeline transportation,33708295455.53726,4860,Transportation and warehousing,-0.23014,0.29961,0.18704,0.59532,0.39750,0.43954,non-corporate,0.54109,2021
120,Other transportation and support activities,34235605978.45628,487S,Transportation and warehousing,-0.22947,0.29981,0.18731,0.59554,0.39768,0.43973,non-corporate,0.51055,2021
121,Warehousing and storage,15189477206.63352,4930,Transportation and warehousing,-0.22924,0.29991,0.18744,0.59561,0.39776,0.43982,non-corporate,0.43371,2021
122,Utilities,110848021471.32501,2200,Utilities,-0.22893,0.30005,0.18761,0.59572,0.39789,0.43994,non-corporate,0.47827,2021
123,Wholesale trade,387578651034.95862,4200,Wholesale trade,-0.14181,0.33279,0.22989,0.62438,0.42605,0.46908,non-corporate,0.20217,2021
124,Accommodation and food services,422338947685.42126,,Accommodation and food services,-0.09206,0.35039,0.27290,0.46959,0.57530,0.55679,corporate,0.27676,2021
125,Administrative and waste management services,175956964100.01053,,Administrative and waste management services,-0.11177,0.34468,0.26533,0.46001,0.57156,0.55217,corporate,0.51045,2021
126,"Agriculture, forestry, fishing, and hunting",393953898677.15161,,"Agriculture, forestry, fishing, and hunting",-0.05879,0.35882,0.28464,0.48574,0.58081,0.56394,corporate,0.26262,2021
