,Industry,assets,bea_ind_code,major_industry,metr_d,metr_e,metr_mix,mettr_d,mettr_e,mettr_mix,tax_treat,z_mix,year
29,Petroleum and coal products,329428097154.64099,3240,Manufacturing,-0.15337,0.15577,0.09164,0.17120,0.25569,0.23811,corporate,0.38115,2021
30,Chemical products,863500092522.49268,3250,Manufacturing,-0.32885,0.04569,-0.03084,0.04510,0.15864,0.13538,corporate,0.74409,2021
31,Plastics and rubber products,110331312312.14606,3260,Manufacturing,-0.21353,0.11227,0.04466,0.12798,0.21734,0.19871,corporate,0.60857,2021
32,Nonmetallic mineral products,116582519995.50418,3270,Manufacturing,-0.16822,0.14503,0.08000,0.16053,0.24622,0.22835,corporate,0.45804,2021
33,Primary metals,186378975799.56097,3310,Manufacturing,-0.17534,0.13510,0.07033,0.15542,0.23746,0.22024,corporate,0.55740,2021
34,Fabricated metal products,185026333664.73990,3320,Manufacturing,-0.19819,0.12072,0.05436,0.13900,0.22479,0.20685,corporate,0.59594,2021
35,Machinery,272319888399.54382,3330,Manufacturing,-0.22447,0.10760,0.03891,0.12011,0.21322,0.19389,corporate,0.59353,2021
36,Computer and electronic products,503974938260.14197,3340,Manufacturing,-0.34558,0.04843,-0.03118,0.03308,0.16106,0.13510,corporate,0.70354,2021
37,"Electrical equipment, appliances, and components",97409347474.36090,3350,Manufacturing,-0.18865,0.13215,0.06568,0.14585,0.23487,0.21634,corporate,0.49355,2021
38,"Motor vehicles, bodies and trailers, and parts",238664334579.08081,336M,Manufacturing,-0.25620,0.09184,0.02032,0.09731,0.19933,0.17830,corporate,0.62734,2021
39,Other transportation equipment,222225359206.36774,336O,Manufacturing,-0.18451,0.13513,0.06894,0.14883,0.23749,0.21908,corporate,0.46844,2021
40,Furniture and related products,27298970228.61856,3370,Manufacturing,-0.16378,0.14571,0.08124,0.16372,0.24682,0.22940,corporate,0.49492,2021
41,Miscellaneous manufacturing,132809342156.87767,338A,Manufacturing,-0.23741,0.10278,0.03270,0.11081,0.20897,0.18868,corporate,0.58142,2021
42,Oil and gas extraction,1206378883391.49341,2110,Mining,-0.34390,0.02110,-0.05428,0.03429,0.13696,0.11573,corporate,0.94300,2021
43,"Mining, except oil and gas",190223523011.70444,2120,Mining,-0.24299,0.09129,0.02200,0.10681,0.19884,0.17971,corporate,0.69094,2021
44,Support activities for mining,120225750260.04312,2130,Mining,-0.32670,0.03335,-0.04102,0.04665,0.14776,0.12684,corporate,0.89496,2021
45,"Other services, except government",227393671623.35632,8100,"Other services, except government",-0.16781,0.14999,0.08382,0.16083,0.25060,0.23156,corporate,0.48808,2021
46,Legal services,20028299848.35870,5411,"Professional, scientific, and technical services",-0.18177,0.13581,0.06963,0.15080,0.23809,0.21966,corporate,0.57993,2021
47,"Miscellaneous professional, scientific, and technical services",249009155858.66895,5412,"Professional, scientific, and technical services",-0.34550,0.04081,-0.03778,0.03314,0.15433,0.12956,corporate,0.77188,2021
48,Computer systems design and related services,42903264706.01630,5415,"Professional, scientific, and technical services",-0.31196,0.06458,-0.01213,0.05725,0.17529,0.15108,corporate,0.71065,2021
49,Real estate,2545926858991.70166,5310,Real estate and rental and leasing,-0.09576,0.20280,0.14104,0.21260,0.29715,0.27955,corporate,0.09624,2021
50,Rental and leasing services and lessors of intangible assets,248115752511.19281,5320,Real estate and rental and leasing,-0.33519,0.02780,-0.04714,0.04055,0.14287,0.12172,corporate,0.91072,2021
51,Retail trade,1608593250069.83716,44RT,Retail trade,-0.09985,0.18995,0.12935,0.20966,0.28582,0.26974,corporate,0.29810,2021
52,Air transportation,190656778827.51108,4810,Transportation and warehousing,-0.28776,0.06064,-0.01156,0.07463,0.17182,0.15156,corporate,0.82949,2021
53,Railroad transportation,331353541688.74603,4820,Transportation and warehousing,-0.36080,0.01013,-0.06634,0.02215,0.12729,0.10561,corporate,0.96231,2021
54,Water transportation,36714023795.72885,4830,Transportation and warehousing,-0.30689,0.04724,-0.02603,0.06089,0.16001,0.13942,corporate,0.86223,2021
55,Truck transportation,108471874448.41913,4840,Transportation and warehousing,-0.28087,0.06554,-0.00616,0.07958,0.17614,0.15609,corporate,0.79222,2021
56,Transit and ground passenger transportation,35034660346.81857,4850,Transportation and warehousing,-0.20205,0.12055,0.05335,0.13623,0.22464,0.20600,corporate,0.64045,2021
57,Pipeline transportation,169678725931.23572,4860,Transportation and warehousing,-0.34322,0.02183,-0.05357,0.03478,0.13761,0.11632,corporate,0.94247,2021
58,Other transportation and support activities,110872018728.69969,487S,Transportation and warehousing,-0.28176,0.06574,-0.00619,0.07894,0.17631,0.15607,corporate,0.79160,2021
59,Warehousing and storage,33575803409.08718,4930,Transportation and warehousing,-0.13137,0.17158,0.10831,0.18701,0.26963,0.25209,corporate,0.42577,2021
60,Utilities,2043224620805.23413,2200,Utilities,-0.35927,0.01079,-0.06554,0.02325,0.12787,0.10628,corporate,0.96598,2021
61,Wholesale trade,973137443869.54004,4200,Wholesale trade,-0.11466,0.17610,0.11530,0.19902,0.27361,0.25796,corporate,0.32937,2021
62,Accommodation,321835229078.42981,7210,Accommodation and food services,-0.16325,0.21781,0.14463,0.28823,0.21781,0.23097,non-corporate,0.27487,2021
63,Food services and drinking places,131618330780.63083,7220,Accommodation and food services,-0.24162,0.16627,0.08804,0.24027,0.16627,0.18008,non-corporate,0.51059,2021
64,Administrative and support services,87779837155.20003,5610,Administrative and waste management services,-0.39080,0.08138,-0.00783,0.14900,0.08138,0.09389,non-corporate,0.72967,2021
65,Waste management and remediation services,45442362954.20710,5620,Administrative and waste management services,-0.39319,0.07095,-0.01730,0.14753,0.07095,0.08538,non-corporate,0.79222,2021
66,Farms,695254770987.64185,110C,"Agriculture, forestry, fishing, and hunting",-0.26471,0.15019,0.07095,0.22615,0.15019,0.16472,non-corporate,0.44654,2021
67,"Forestry, fishing, and related activities",182890160760.91397,113F,"Agriculture, forestry, fishing, and hunting",-0.20966,0.19469,0.11799,0.25983,0.19469,0.20702,non-corporate,0.19166,2021
68,"Performing arts, spectator sports, museums, and related activities",85913620169.68947,711A,"Arts, entertainment, and recreation",-0.43582,0.05960,-0.03338,0.12145,0.05960,0.07092,non-corporate,0.75081,2021
69,"Amusements, gambling, and recreation industries",103963170328.02748,7130,"Arts, entertainment, and recreation",-0.33267,0.11062,0.02627,0.18457,0.11062,0.12455,non-corporate,0.63958,2021
70,Construction,416883328410.43872,2300,Construction,-0.25502,0.16178,0.08249,0.23208,0.16178,0.17509,non-corporate,0.38530,2021
71,Educational services,223504007264.40912,6100,Educational services,-0.22894,0.18085,0.10240,0.24804,0.18085,0.19300,non-corporate,0.45264,2021
72,Credit intermediation and related activities,75859556179.32388,5220,Finance and insurance,-0.29615,0.13160,0.04976,0.20691,0.13160,0.14567,non-corporate,0.62658,2021
73,"Securities, commodity contracts, and investments",178435565512.12598,5230,Finance and insurance,-0.19601,0.20064,0.12500,0.26819,0.20064,0.21332,non-corporate,0.24463,2021
74,Insurance carriers and related activities,22117554582.45041,5240,Finance and insurance,-0.26589,0.15577,0.07530,0.22543,0.15577,0.16864,non-corporate,0.52782,2021
75,"Funds, trusts, and other financial vehicles",32975922704.13087,5250,Finance and insurance,-0.15792,0.22282,0.14974,0.29149,0.22282,0.23556,non-corporate,0.24515,2021
76,Ambulatory health care services,165185547974.24033,6210,Health care and social assistance,-0.28440,0.14069,0.05931,0.21410,0.14069,0.15426,non-corporate,0.61387,2021
77,Hospitals,468739962062.38196,622H,Health care and social assistance,-0.24626,0.16841,0.08904,0.23744,0.16841,0.18098,non-corporate,0.49636,2021
78,Nursing and residential care facilities,44969311543.58502,6230,Health care and social assistance,-0.24449,0.16755,0.08853,0.23852,0.16755,0.18053,non-corporate,0.52405,2021
79,Social assistance,33500693280.57160,6240,Health care and social assistance,-0.24432,0.16726,0.08843,0.23863,0.16726,0.18044,non-corporate,0.49704,2021
80,Publishing industries (including software),10531454693.94330,5110,Information,-0.44325,0.06301,-0.03121,0.11690,0.06301,0.07288,non-corporate,0.66623,2021
81,Motion picture and sound recording industries,32648570359.12500,5120,Information,-0.60688,-0.03122,-0.13721,0.01678,-0.03122,-0.02243,non-corporate,0.88781,2021
82,Broadcasting and telecommunications,114376654727.18872,5130,Information,-0.46227,0.03150,-0.06182,0.10526,0.03150,0.04535,non-corporate,0.88540,2021
83,Information and data processing services,9622690880.85332,5140,Information,-0.53048,0.01216,-0.08833,0.06353,0.01216,0.02152,non-corporate,0.83094,2021
84,Management of companies and enterprises,90403382554.93427,5500,Management of companies and enterprises,-0.23974,0.17393,0.09505,0.24143,0.17393,0.18639,non-corporate,0.43320,2021
85,"Food, beverage, and tobacco products",75311838089.52502,311A,Manufacturing,-0.23833,0.16452,0.08717,0.24229,0.16452,0.17930,non-corporate,0.47396,2021
86,Textile mills and textile product mills,7854948624.08660,313T,Manufacturing,-0.22215,0.17408,0.09778,0.25219,0.17408,0.18884,non-corporate,0.49617,2021
87,Apparel and leather and allied products,5338390836.47052,315A,Manufacturing,-0.17620,0.20207,0.12906,0.28031,0.20207,0.21697,non-corporate,0.34162,2021
88,Wood products,13100141973.28175,3210,Manufacturing,-0.21911,0.17801,0.10174,0.25405,0.17801,0.19240,non-corporate,0.43187,2021
89,Paper products,18990987477.15243,3220,Manufacturing,-0.30615,0.12423,0.04200,0.20079,0.12423,0.13869,non-corporate,0.62068,2021
90,Printing and related support activities,7652157518.94444,3230,Manufacturing,-0.32008,0.11675,0.03338,0.19227,0.11675,0.13094,non-corporate,0.65910,2021
91,Petroleum and coal products,36804972258.67471,3240,Manufacturing,-0.23943,0.16794,0.09009,0.24162,0.16794,0.18193,non-corporate,0.40579,2021
92,Chemical products,155956627359.31982,3250,Manufacturing,-0.42558,0.06160,-0.03002,0.12772,0.06160,0.07394,non-corporate,0.71702,2021
93,Plastics and rubber products,18759113940.69875,3260,Manufacturing,-0.28212,0.13844,0.05797,0.21550,0.13844,0.15306,non-corporate,0.55672,2021
94,Nonmetallic mineral products,17930326841.81076,3270,Manufacturing,-0.24938,0.16151,0.08296,0.23553,0.16151,0.17552,non-corporate,0.45463,2021
95,Primary metals,31384946425.19739,3310,Manufacturing,-0.24623,0.15797,0.08026,0.23746,0.15797,0.17309,non-corporate,0.52295,2021
96,Fabricated metal products,33868174282.10670,3320,Manufacturing,-0.27284,0.14268,0.06300,0.22117,0.14268,0.15758,non-corporate,0.56213,2021
97,Machinery,44994036766.64782,3330,Manufacturing,-0.28534,0.13844,0.05754,0.21353,0.13844,0.15267,non-corporate,0.52594,2021
98,Computer and electronic products,67202508360.48989,3340,Manufacturing,-0.45363,0.05861,-0.03654,0.11055,0.05861,0.06808,non-corporate,0.69389,2021
99,"Electrical equipment, appliances, and components",13457767002.51348,3350,Manufacturing,-0.25465,0.15785,0.07899,0.23231,0.15785,0.17195,non-corporate,0.45311,2021
100,"Motor vehicles, bodies and trailers, and parts",37968439963.23032,336M,Manufacturing,-0.33443,0.11407,0.02911,0.18349,0.11407,0.12711,non-corporate,0.58902,2021
101,Other transportation equipment,37605705698.38089,336O,Manufacturing,-0.24375,0.16446,0.08641,0.23898,0.16446,0.17862,non-corporate,0.41454,2021
102,Furniture and related products,3398491339.27717,3370,Manufacturing,-0.23666,0.16648,0.08909,0.24331,0.16648,0.18103,non-corporate,0.47536,2021
103,Miscellaneous manufacturing,21983133310.84389,338A,Manufacturing,-0.30720,0.12846,0.04565,0.20015,0.12846,0.14198,non-corporate,0.53764,2021
104,Oil and gas extraction,250060628349.19983,2110,Mining,-0.46424,0.02486,-0.06795,0.10406,0.02486,0.03984,non-corporate,0.93838,2021
105,"Mining, except oil and gas",42556976404.31303,2120,Mining,-0.33058,0.11096,0.02690,0.18584,0.11096,0.12512,non-corporate,0.63894,2021
106,Support activities for mining,25044165259.49403,2130,Mining,-0.44297,0.03900,-0.05247,0.11707,0.03900,0.05376,non-corporate,0.88634,2021
107,"Other services, except government",434659499245.13385,8100,"Other services, except government",-0.26149,0.15941,0.07894,0.22812,0.15941,0.17191,non-corporate,0.51766,2021
108,Legal services,24694671278.72603,5411,"Professional, scientific, and technical services",-0.27082,0.14909,0.06869,0.22241,0.14909,0.16269,non-corporate,0.58126,2021
109,"Miscellaneous professional, scientific, and technical services",250145961932.30286,5412,"Professional, scientific, and technical services",-0.46800,0.04422,-0.05138,0.10176,0.04422,0.05474,non-corporate,0.77449,2021
110,Computer systems design and related services,34987856978.61507,5415,"Professional, scientific, and technical services",-0.42598,0.07084,-0.02204,0.12747,0.07084,0.08111,non-corporate,0.71187,2021
111,Real estate,10194541073775.74609,5310,Real estate and rental and leasing,-0.17436,0.21852,0.14387,0.28143,0.21852,0.23028,non-corporate,0.09764,2021
112,Rental and leasing services and lessors of intangible assets,187611316433.48492,5320,Real estate and rental and leasing,-0.44845,0.03551,-0.05632,0.11372,0.03551,0.05030,non-corporate,0.89449,2021
113,Retail trade,599107994983.75305,44RT,Retail trade,-0.14823,0.22040,0.14921,0.29742,0.22040,0.23508,non-corporate,0.23654,2021
114,Air transportation,47796425035.38664,4810,Transportation and warehousing,-0.39746,0.06731,-0.02121,0.14492,0.06731,0.08186,non-corporate,0.83098,2021
115,Railroad transportation,83039763587.38625,4820,Transportation and warehousing,-0.48586,0.01202,-0.08229,0.09083,0.01202,0.02695,non-corporate,0.95940,2021
116,Water transportation,9217710064.27329,4830,Transportation and warehousing,-0.41995,0.05311,-0.03685,0.13116,0.05311,0.06781,non-corporate,0.86074,2021
117,Truck transportation,37317255861.79116,4840,Transportation and warehousing,-0.39341,0.07002,-0.01815,0.14740,0.07002,0.08462,non-corporate,0.80375,2021
118,Transit and ground passenger transportation,10233125938.19117,4850,Transportation and warehousing,-0.29717,0.13096,0.04897,0.20629,0.13096,0.14496,non-corporate,0.65269,2021
119,Pipeline transportation,33708295455.53726,4860,Transportation and warehousing,-0.46533,0.02429,-0.06864,0.10339,0.02429,0.03922,non-corporate,0.94321,2021
120,Other transportation and support activities,34235605978.45628,487S,Transportation and warehousing,-0.39146,0.07209,-0.01609,0.14859,0.07209,0.08647,non-corporate,0.79566,2021
121,Warehousing and storage,15189477206.63352,4930,Transportation and warehousing,-0.21514,0.18485,0.10805,0.25648,0.18485,0.19808,non-corporate,0.44857,2021
122,Utilities,110848021471.32501,2200,Utilities,-0.47977,0.01547,-0.07841,0.09456,0.01547,0.03044,non-corporate,0.95414,2021
123,Wholesale trade,387578651034.95862,4200,Wholesale trade,-0.15083,0.21597,0.14507,0.29583,0.21597,0.23136,non-corporate,0.22353,2021
124,Accommodation and food services,422338947685.42126,,Accommodation and food services,-0.11061,0.18619,0.12435,0.20193,0.28251,0.26555,corporate,0.30577,2021
125,Administrative and waste management services,175956964100.01053,,Administrative and waste management services,-0.28031,0.07205,-0.00059,0.07999,0.18188,0.16076,corporate,0.74363,2021
